upload1,7844273
__DATA_FETCH__,5065256
ucsc_table_direct1,1794918
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72+galaxy1,1041933
Filter1,915091
Cut1,797406
__SET_METADATA__,723806
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.73+galaxy0,649465
CONVERTER_gz_to_uncompressed,635493
Grouping1,574561
gops_intersect_1,501932
join1,496354
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.74+galaxy0,471815
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.0.4,467882
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.38.0,430134
Grep1,379703
ebi_sra_main,372210
toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,339198
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0,318449
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate/1.0.1,310512
cat1,307673
addValue,288967
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72,288696
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,284771
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0,275372
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.2.1+galaxy1,262733
sort1,238717
Extract genomic DNA 1,235823
comp1,224103
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.14.6+galaxy1,218930
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.9.1,210767
toolshed.g2.bx.psu.edu/repos/bgruening/autodock_vina/docking/1.2.3+galaxy0,202603
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.6,197664
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.69,195135
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.3+galaxy0,188664
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields/4.3+t.galaxy0,179350
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.20.1+galaxy0,178143
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter/4.3+t.galaxy1,175215
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,175009
gops_join_1,172837
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy5,168481
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.23.2+galaxy0,167238
toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1/1.0.0,164603
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,161103
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.2+galaxy2,159805
Convert characters1,159796
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/2.0.1+galaxy2,157970
echo_main_stampede,155130
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.1.1,153178
param_value_from_file,152076
Add_a_column1,151398
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.38.1,147513
toolshed.g2.bx.psu.edu/repos/bgruening/sdf_to_tab/sdf_to_tab/2020.03.4+galaxy0,144613
echo_main_cluster,144066
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.2.1+galaxy0,143950
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.2,142882
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.1.2,142812
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.2,141315
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.2,139702
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.1.5,138209
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/2.0.3+galaxy2,134186
Count1,133834
fastq_groomer,133275
mergeCols1,132535
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63,131647
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.5.0+galaxy0,128972
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3.2,124564
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.7+galaxy0,122426
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.1.0,121557
toolshed.g2.bx.psu.edu/repos/bgruening/align_it/ctb_alignit/1.0.4+galaxy0,119934
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/1.1.3,119545
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1,119321
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_filter/lofreq_filter/2.1.5+galaxy0,117940
Remove beginning1,112847
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0,112720
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.1.5,111683
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.1,109190
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi/2.1.5+galaxy0,108779
trimmer,108322
toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,107309
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,107297
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.7+galaxy0,106045
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,105649
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/2.10.1+galaxy0,104643
CONVERTER_interval_to_bed_0,103390
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,101529
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,101170
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.5+galaxy0,100687
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2+galaxy0,100032
sra_source,99792
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0,99462
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_indelqual/lofreq_indelqual/2.1.5+galaxy0,98981
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.3.1,95196
echo_main_bridges,94297
toolshed.g2.bx.psu.edu/repos/iuc/snpeff_sars_cov_2/snpeff_sars_cov_2/4.5covid19,94035
echo_main_jetstream_iu,93409
echo_main_jetstream_tacc,93388
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.1.20160309.6,93119
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3,90767
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.5,90331
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,90172
wig_to_bigWig,88272
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,87083
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.3.2.0.0,86712
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4,85916
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.11.0+galaxy0,85643
CONVERTER_fastq_to_fqtoc0,85104
gops_subtract_1,84484
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.1+galaxy1,84224
Show beginning1,83864
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.4+galaxy1,83777
Summary_Statistics1,82340
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.3.2.0.0,82127
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/1.16.6,80090
__UNZIP_COLLECTION__,79838
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,77844
get_flanks1,76229
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3+T.galaxy1,76118
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,74839
toolshed.g2.bx.psu.edu/repos/devteam/fastx_clipper/cshl_fastx_clipper/1.0.1,74836
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.3,74585
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.2.0.1,74514
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy0,74501
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,74470
CONVERTER_bam_to_bigwig_0,73249
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.6.0b-1,72658
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy4,72534
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,72393
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/2.0.1,71960
toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1/1.0.0,70031
sam_to_bam,68326
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.2.1+galaxy1,68022
toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,67515
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,67504
liftOver1,67357
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq/1.3.1,66614
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0,66481
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.39.5.0,66349
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy/4.6.0+galaxy0,65941
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc3+galaxy3,65414
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.1.2,64884
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,64269
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.3+galaxy2,64251
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy2,63898
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,63827
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.9.1+galaxy1,63085
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0,62873
toolshed.g2.bx.psu.edu/repos/guerler/hhsuite/hhsearch/0.1.0,62274
Paste1,62177
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,61342
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.3.1,60444
toolshed.g2.bx.psu.edu/repos/devteam/concat/gops_concat_1/1.0.1,60021
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.30.0,59715
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.11.0+galaxy1,59644
tab2fasta,59066
CONVERTER_bed_gff_or_vcf_to_bigwig_0,58857
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.19.5+galaxy1,58776
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,58506
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0,57981
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,57553
toolshed.g2.bx.psu.edu/repos/nml/spades/spades/3.12.0+galaxy1,57404
fastqc,57352
wc_gnu,57212
CONVERTER_bam_to_coodinate_sorted_bam,56973
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc3+galaxy0,56850
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.40.6+galaxy1,56217
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.6.4+galaxy2,55968
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.7+galaxy1,55827
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.1,55784
