upload1,1745827
__DATA_FETCH__,943905
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate/1.0.1,413300
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.73+galaxy0,160362
CONVERTER_gz_to_uncompressed,151212
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq/1.3.1,143004
Cut1,132772
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.6,122440
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.74+galaxy0,110903
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/2.10.1+galaxy0,97867
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72+galaxy1,92380
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.14.6+galaxy1,75988
Filter1,71955
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.6,61460
echo_main.job-handlers.1,53925
echo_main.job-handlers.2,53792
echo_main.job-handlers.3,53762
echo_main.job-handlers.4,53739
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter/4.3+t.galaxy1,51514
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72,51223
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields/4.3+t.galaxy0,48630
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,48029
Grep1,45715
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.1+galaxy1,44931
__SET_METADATA__,44601
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/2.10.1+galaxy0,34966
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/2.0.15+galaxy0,33623
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/2.0,32831
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.2+galaxy2,29789
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.20.1+galaxy0,29193
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3.2,28973
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_filter/lofreq_filter/2.1.5+galaxy0,28600
